Date,heading,detail,reference,Themes,type
2020-03-27,CDC report outbreaks on cruise ships worldwide,"The Centers for Disease Control and Prevention (CDC) report on an increasing number of cruise ship passengers being infected with SARS-CoV-2. A small number of New Zealanders are involved and a few become infected. The most notable case is the Ruby Princess, which visits New Zealand between 11 and 15 March. ‘The cruise ship cluster [in Australia] was linked to more than 20 coronavirus deaths and over 600 infections – 24 of which were located in Hawke’s Bay’. Despite a number of cases confirmed on board, thousands are allowed to leave the ship on 19 March in Sydney. A Special Commission of Inquiry is undertaken by the Australian government.","(Brown, V., 2020; CDC, 2020; Special Commission of Inquiry into the Ruby Princess, 2020; Stuff, 2020c)",Border control,Border
2020-03-26,Rent increase freeze applied,"A nationwide freeze on rent increases and limits on tenancy terminations are put in place. Landlords can give rent increase notices but they can only take effect on or after 26 September 2020. The Residential Tenancies Amendment Act 2020 is passed on 11 August 2020, putting in place further broad changes that will affect both tenants and landlords. ","(MHUD, 2020)",Financial support,Financial support
2020-03-25,"Move up to Alert Level 4, State of National Emergency declared and Epidemic Response Committee established","A State of National Emergency is declared for the second time since the passing of the Civil Defence Emergency Management Act 2002; the first was in response to the Canterbury earthquake (23 February to 30 April 2011). The State of National Emergency covers all of New Zealand including the Chatham Islands, Stewart Island and other offshore islands. The country moves to Alert Level 4, implementing some of the strictest anti-COVID-19 measures in the world: all schools and non-essential business premises must close, all events and gatherings are cancelled, and physical socialising or interactions with anyone outside one’s own household ‘bubble’ are prohibited, unless one is an ‘essential worker’. This results in approximately 529,000 essential workers continuing to go out to work. The Epidemic Response Committee is established to consider and report to the House of Representatives on matters relating to the government’s management of the COVID-19 epidemic. The State of National Emergency expires 7 days after the time and date on which the state of emergency comes into force unless it is extended (as per Civil Defence Emergency Management Act 2002, s 70). The State of National Emergency is subsequently extended seven times and lasts 56 days.","(Ardern, 2020e; Civil Defence, n.d.; MBIE, pers. comm., 3 June 2020; New Zealand Government, 2020a; New Zealand Government, 2021a; New Zealand Parliament, 2020a)",Alert level,Alert level
2020-03-24,Six-month mortgage holiday for small and medium-sized businesses announced,"Government, retail banks and the Reserve Bank announce a financial support package. The package includes a six-month principal and interest payment holiday for mortgage holders and small and medium-sized business (SME) customers. It also includes a $6.25 billion Business Finance Guarantee Scheme which will underwrite 80% of individual bank loans to eligible SMEs, so that only 20% of losses in the event of a loan default will be borne by the banks. The mortgage holiday is then extended to 31 March 2021, allowing banks to continue offering temporary mortgage deferrals to customers without their loans treated as being in default. ","(Hargreaves, 2020; RBNZ, 2020b; Rosanes, 2020)",Financial support,Financial support
2020-03-23,Police Commissioner Mike Bush leads the government’s coronavirus taskforce,Outgoing Police Commissioner Mike Bush becomes the leader of the government’s operational taskforce for COVID-19. The taskforce has been set up to enforce compliance under the government’s alert level system. ,"(Cooke, 2020)",Governance,Governance
2020-03-23,Move up to Alert Level 3 announced,"The number of confirmed cases in New Zealand passes 100. The government announces the nation is to move to Alert Level 3 and 48 hours later to Alert Level 4 – a full lockdown. This gives New Zealanders a window of two days to relocate to their lockdown premises. Level 3 requires all non-essential businesses to close, as well as schools. This results in approximately 1,172,000 New Zealanders continuing to go to work. ","(Ardern, 2020d; MBIE, pers. comm., 3 June 2020; MOH, 2020c; New Zealand Government, 2020a)",Alert level,Alert level
2020-03-21,Alert level system released and move to Alert Level 2 announced,"The government introduces a four-tiered alert level system to help manage the spread of COVID-19, and announces that New Zealand will enter Alert Level 2. The staged alert system is intended to help New Zealanders understand the level of risk faced at any given time, and specifies what health and social measures must be taken to reduce transmission of COVID-19.","(Ardern, 2020c; New Zealand Government, 2020a)",Alert level,Alert level
2020-03-19,Borders close for first time,"The National Party calls for a complete border closure. Within hours, the Government emerges from an urgent Cabinet meeting and announces that at 11:59 pm that night the country’s borders will close to everyone except New Zealand citizens and permanent residents, for the first time in New Zealand’s history. There is a ban on indoor gatherings of more than 100 people. The same day, China reports zero cases for the first time since the disease’s outbreak. Globally there have been over 190,000 confirmed cases and nearly 8000 deaths.","(Ardern, 2020b; Kenny, 2020; McCullough, 2020a; Strongman, 2020)",Border control,Border
2020-03-19,COVID-19 Ministerial Group established,"The COVID-19 Ministerial Group replaces the CVD, and reinforces decision-making flexibility to respond to the urgency of the matters facing ministers, supported by their public service advisors. Membership as at 9 October 2020 includes: Rt Hon Jacinda Ardern, Rt Hon Winston Peters, Hon Kelvin Davis, Hon Grant Robertson, Hon Chris Hipkins (who replaces Hon David Clark, see resignation below), Hon Carmel Sepuloni and Hon James Shaw. Aside from Cabinet, the COVID-19 Ministerial Group remains the primary decision-maker in the country in regard to New Zealand’s COVID-19 response until the end of New Zealand’s first lockdown (see 28 April 2020). After this date decisions are primarily taken by Cabinet and the Ministerial Group only meets when urgent decisions are needed during rapidly changing situations.","(DPMC, 2020a; pers. comm., 10 November 2020)",Governance,Governance
2020-03-16,Economic support package announced,"The Reserve Bank announces an emergency official cash rate cut following concern over impacts on the economy. On 17 March, the government announces a $12.1-billion package (4% of GDP) to support health, businesses, jobs and consumer spending. The package includes $5.1 billion in wage subsidies ‘for affected businesses in all sectors and regions’. The Wage Subsidy applies to all businesses who ‘have suffered or are projected to suffer at least a 30% decline in revenue compared to the same period last year, for any month between January 2020 and June 2020’. The Wage Subsidy Extension extended the availability to 1 September 2020. A COVID-19 Leave Support Scheme is also made available to employers to help pay employees who need to self-isolate but cannot work from home.","(Beehive, 2020a; MSD, 2020, n.d.[b]; RBNZ, 2020a; Robertson, G., 2020)",Financial support,Financial support
